source_genesymbol	target_genesymbol	is_directed	consensus_direction	references
FZD4	DVL2	1	1	CancerCellMap:12958364;HPRD:12958364;NetPath:12958364;SIGNOR:12958364;SIGNOR:27096005;SignaLink3:12958364;SignaLink3:23331499
SMAD1	SMAD4	1	1	BioGRID:11700304;HPRD:15231748;HPRD:15761153;IntAct:11779505;IntAct:15231748;IntAct:17183365;IntAct:24412244;IntAct:31467278;IntAct:32296183;IntAct:9436979;Lit-BM-17:10531362;Lit-BM-17:11779505;Lit-BM-17:12167862;Lit-BM-17:12874272;Lit-BM-17:14701756;Lit-BM-17:15231748;Lit-BM-17:15761153;Lit-BM-17:17183365;Lit-BM-17:24412244;Lit-BM-17:26555259;Lit-BM-17:9111321;Lit-BM-17:9436979;SIGNOR:20957627;SIGNOR:21454478;SignaLink3:10531362;SignaLink3:14534577;SignaLink3:15231748;SignaLink3:15761153;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:21454478;SignaLink3:23331499
PTPN6	SOCS1	1	1	SIGNOR:14551136;SignaLink3:14551136;SignaLink3:23331499
DISP1	SHH	1	1	SIGNOR:22902404;SignaLink3:14556242;SignaLink3:23331499
JAK2	STAT1	1	1	CA1:7504784;CA1:7504785;CancerCellMap:15284024;HPRD-phos:10918587;HPRD-phos:11152457;HPRD-phos:11294897;HPRD-phos:11839738;HPRD-phos:12637327;HPRD-phos:12817007;HPRD-phos:15322115;HPRD-phos:7543024;HPRD-phos:7657660;HPRD-phos:7690989;HPRD:10918587;HPRD:11152457;HPRD:11294897;HPRD:11839738;HPRD:12637327;HPRD:12817007;HPRD:15322115;HPRD:7543024;HPRD:7657660;HPRD:7690989;InnateDB:14978237;InnateDB:15284024;KEA:10748192;KEA:10918587;KEA:10982844;KEA:11152457;KEA:11294897;KEA:11438544;KEA:11839738;KEA:12637327;KEA:12817007;KEA:15322115;KEA:7543024;KEA:7592750;KEA:7657660;KEA:7690989;KEA:9355737;Macrophage:7615558;Macrophage:7690989;NetPath:15284024;ProtMapper:15322115;ProtMapper:19787091;ProtMapper:21207025;ProtMapper:25535282;ProtMapper:25950470;SIGNOR:15322115;SIGNOR:21576360;SIGNOR:7888666;SignaLink3:10918587;SignaLink3:11152457;SignaLink3:11294897;SignaLink3:11839738;SignaLink3:12637327;SignaLink3:12817007;SignaLink3:14984365;SignaLink3:15322115;SignaLink3:18988627;SignaLink3:19834108;SignaLink3:20353823;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7543024;SignaLink3:7657660;SignaLink3:7690989;iPTMnet:10918587;iPTMnet:11152457;iPTMnet:11294897;iPTMnet:11438544;iPTMnet:11839738;iPTMnet:12637327;iPTMnet:12817007;iPTMnet:14978237;iPTMnet:15322115;iPTMnet:7543024;iPTMnet:7657660;iPTMnet:7690989;phosphoELM:11438544;phosphoELM:14978237
PIK3CG	RAC1	1	1	SignaLink3:15009099;SignaLink3:23331499
SMAD3	MEF2C	1	1	SignaLink3:15044954;SignaLink3:23331499
IFNGR2	JAK1	1	1	SignaLink3:15120645;SignaLink3:23331499
CREB1	FOXO4	1	1	SIGNOR:15126506;SignaLink3:15126506;SignaLink3:23331499
NCSTN	APH1A	1	1	BioGRID:12857757;HPRD:12297508;HPRD:12857757;IntAct:18201567;SIGNOR:12297508;SIGNOR:12471034;SIGNOR:12857757;SignaLink3:12297508;SignaLink3:12471034;SignaLink3:12857757;SignaLink3:14572442;SignaLink3:15189355;SignaLink3:21071413;SignaLink3:23331499
LRIG1	CBL	1	1	SIGNOR:15282549;SignaLink3:15282549;SignaLink3:23331499
EGFR	LRIG1	1	1	BioGRID:18542056;IntAct:15282549;IntAct:15345710;IntAct:18542056;SignaLink3:15282549;SignaLink3:15345710;SignaLink3:21071413;SignaLink3:23331499
PPP4C	IRS4	1	1	SignaLink3:15331607;SignaLink3:23331499
PML	ZFYVE9	1	1	HPRD:15356634;NetPath:15356634;SIGNOR:15356634;SignaLink3:15356634;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499
PML	SMAD3	1	1	HPRD:15356634;NetPath:15356634;SIGNOR:15356634;SignaLink3:15356634;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499
PML	SMAD2	1	1	SIGNOR:15356634;SignaLink3:15356634;SignaLink3:23331499
MAPK3	ARRB1	1	1	HPRD-phos:17322306;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:10347142;HPRD:9388255;KEA:10347142;KEA:9388255;PhosphoSite:10347142;PhosphoSite:15456867;ProtMapper:10347142;ProtMapper:15456867;ProtMapper:19153083;SIGNOR:10347142;SIGNOR:15456867;SIGNOR:19153083;iPTMnet:10347142;iPTMnet:15456867;iPTMnet:17322306;iPTMnet:18767875;iPTMnet:19153083;iPTMnet:19413330;iPTMnet:19651622;iPTMnet:20068231
SUFU	GLIS2	1	1	SIGNOR:16316410;SignaLink3:15367681;SignaLink3:23331499
ROR2	BMPR1B	1	1	SignaLink3:15569154;SignaLink3:23331499
CTNNB1	SMAD7	1	1	HPRD:15684397;InnateDB:15684397;NetPath:15684397;SignaLink3:15684397;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499
JAK2	STAT5A	1	1	BioGRID:7925280;HPRD-phos:11413148;HPRD-phos:16497976;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:7925280;HPRD-phos:8617237;HPRD:11413148;HPRD:7925280;HPRD:8617237;HPRD:9575217;KEA:11413148;KEA:11641791;KEA:15256422;KEA:17081983;KEA:7925280;KEA:8617237;Lit-BM-17:7925280;Lit-BM-17:9047382;Lit-BM-17:9575217;ProtMapper:15504549;ProtMapper:18250158;ProtMapper:19088846;ProtMapper:28676702;ProtMapper:9575217;SIGNOR:9575217;SignaLink3:11413148;SignaLink3:15795318;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7925280;SignaLink3:8617237;SignaLink3:9575217;dbPTM:12529425;dbPTM:17081983;dbPTM:18083107;dbPTM:19534553;iPTMnet:11413148;iPTMnet:11641791;iPTMnet:16497976;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:18250158;iPTMnet:19088846;iPTMnet:7925280;iPTMnet:8617237;phosphoELM:11641791
GSK3B	SMO	1	1	SignaLink3:15803137;SignaLink3:23331499
PTPN1	JAK2	1	1	BioGRID:11694501;BioGRID:15821101;DEPOD:11694501;DEPOD:11970898;DEPOD:15821101;DOMINO:11970898;DOMINO:15821101;HPRD:11694501;IntAct:11694501;IntAct:11970898;IntAct:15821101;IntAct:21806020;ProtMapper:11694501;ProtMapper:11970898;ProtMapper:11970899;ProtMapper:12748279;ProtMapper:15780598;ProtMapper:15821101;SIGNOR:11970898;SIGNOR:15780598;SIGNOR:15821101;SignaLink3:11694501;SignaLink3:15821101;SignaLink3:18988627;SignaLink3:23331499
PTPN1	STAT3	1	1	Adhesome:11970898;Adhesome:15821101;DEPOD:11970898;DEPOD:15821101;DOMINO:11970898;DOMINO:15821101;IntAct:11970898;IntAct:15821101;ProtMapper:15821101;SIGNOR:15821101;SignaLink3:15821101;SignaLink3:23331499
PTPN6	JAK2	1	1	BioGRID:10772872;BioGRID:8943354;DEPOD:8943354;HPRD:8943354;InnateDB:10772872;SIGNOR:8943354;SignaLink3:10772872;SignaLink3:15983048;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8943354
LRIG1	ERBB3	1	1	SIGNOR:16123311;SignaLink3:16123311;SignaLink3:23331499
LRIG1	ERBB2	1	1	IntAct:15282549;IntAct:15345710;IntAct:23723069;SIGNOR:16123311;SignaLink3:16123311;SignaLink3:23331499
LRIG1	ERBB4	1	1	SIGNOR:16123311;SignaLink3:16123311;SignaLink3:23331499
LIFR	IL6ST	1	1	BioGRID:12047380;BioGRID:8999038;HPRD:12047380;SIGNOR:24710148;SignaLink3:16254248;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8999038
CRIPAK	PAK1	1	1	HPRD:16278681;IntAct:16278681;Lit-BM-17:16278681;SIGNOR:16278681;SignaLink3:16278681;SignaLink3:23331499
IL31	OSMR	1	1	CellTalkDB:15184896;HPMR:15184896;HPMR:15194700;LRdb:15184896;SIGNOR:15184896;SignaLink3:16286453;SignaLink3:23331499;connectomeDB2020:15184896
OSM	OSMR	1	1	Baccin2019:10997905;Baccin2019:8999038;CellTalkDB:8999038;HPMR:10854424;HPMR:8999038;HPRD:10997905;HPRD:8999038;LRdb:10997905;LRdb:8999038;SIGNOR:16286453;SignaLink3:16286453;SignaLink3:23331499;connectomeDB2020:10997905;connectomeDB2020:8999038
NCOR2	CTBP1	1	1	SignaLink3:16287852;SignaLink3:23331499
KRAS	RAF1	1	1	BioGRID:19029954;BioGRID:8307946;DIP:20080631;HPRD:9446616;InnateDB:10783161;IntAct:20080631;IntAct:20802526;IntAct:31980649;Lit-BM-17:10783161;Lit-BM-17:10882715;Lit-BM-17:10958680;Lit-BM-17:16041367;Lit-BM-17:16093354;Lit-BM-17:19029954;Lit-BM-17:23153539;Lit-BM-17:25852190;Lit-BM-17:26721396;NetPath:9516156;ProtMapper:10205168;ProtMapper:10531446;ProtMapper:11134016;ProtMapper:11136732;ProtMapper:12750173;ProtMapper:12917261;ProtMapper:12932319;ProtMapper:1386920;ProtMapper:16093354;ProtMapper:1639773;ProtMapper:1708096;ProtMapper:18775988;ProtMapper:19541618;ProtMapper:19595761;ProtMapper:1990291;ProtMapper:19933846;ProtMapper:1996324;ProtMapper:7760835;ProtMapper:8180183;ProtMapper:8332195;ProtMapper:8340422;ProtMapper:8503013;ProtMapper:8601312;ProtMapper:8805624;ProtMapper:9665134;SIGNOR:10882715;SIGNOR:16293107;SignaLink3:10882715;SignaLink3:16293107;SignaLink3:21071413;SignaLink3:23331499
LRP6	AXIN1	1	1	ACSN:10428961;ACSN:8666229;CancerCellMap:12897152;HPRD:12897152;Lit-BM-17:16890161;Lit-BM-17:19107203;Lit-BM-17:20128690;Lit-BM-17:22682247;Lit-BM-17:23959799;Lit-BM-17:24976009;NetPath:12897152;SIGNOR:12897152;SIGNOR:16890161;SIGNOR:18632848;SignaLink3:12897152;SignaLink3:16340998;SignaLink3:18988627;SignaLink3:23331499
IFNGR2	JAK2	1	1	HPRD:7514165;Macrophage:7901766;SIGNOR:23898330;SignaLink3:16381926;SignaLink3:23331499
MAPK14	TAB1	1	1	ELM:16648477;HPRD:11847341;InnateDB:12429732;InnateDB:16648477;IntAct:11847341;IntAct:21900206;IntAct:25241761;KEA:14592977;KEA:17570479;Lit-BM-17:11847341;Lit-BM-17:12429732;Lit-BM-17:21900206;Lit-BM-17:25241761;Lit-BM-17:26391660;NetPath:17126905;PhosphoSite:14592977;PhosphoSite:22216226;PhosphoSite:22307082;ProtMapper:14592977;ProtMapper:19393267;ProtMapper:24443058;SIGNOR:14592977;SIGNOR:19393267;iPTMnet:14592977;iPTMnet:19393267;phosphoELM:14592977
IL21	IL21R	1	1	Baccin2019:1141862311418620;CellTalkDB:11418623;HPMR:11418623;HPRD:11418623;LRdb:11418623;SIGNOR:16424177;SignaLink3:11418623;SignaLink3:16424177;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11418623
ACVR2B	BMPR1A	1	1	InnateDB:17295905;SignaLink3:16446785;SignaLink3:23331499
AMH	AMHR2	1	1	Baccin2019:79972308889695;CellTalkDB:7997230;HPMR:7997230;HPRD:8889695;LRdb:7997230;LRdb:889;SIGNOR:8119126;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8889695;connectomeDB2020:7997230;connectomeDB2020:8889695
TGFBR2	TGFBR1	1	1	BioGRID:25825445;DIP:10026191;DIP:23868260;DIP:7878020;HPRD-phos:8576253;HPRD:7890683;HPRD:8576253;InnateDB:18243111;KEA:8576253;Lit-BM-17:10026191;Lit-BM-17:11483955;Lit-BM-17:19556242;Lit-BM-17:19758997;Lit-BM-17:21791611;Lit-BM-17:25825445;Lit-BM-17:7878020;Lit-BM-17:7890683;NetPath:11124802;NetPath:11278251;NetPath:11323414;NetPath:11387212;NetPath:15221015;NetPath:7566156;NetPath:8047140;NetPath:9463378;PhosphoSite:7774578;ProtMapper:22802914;ProtMapper:7774578;ProtMapper:8576253;SIGNOR:26194464;SIGNOR:7774578;SIGNOR:8576253;SignaLink3:11102446;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:21791611;SignaLink3:23331499;SignaLink3:7890683;SignaLink3:8576253;dbPTM:7774578;iPTMnet:8576253;iPTMnet:8947046
ACVR2B	ACVR1	1	1	SignaLink3:16446785;SignaLink3:23331499
BMPR2	ACVR1	1	1	Lit-BM-17:7791754;Lit-BM-17:7890683;SIGNOR:7791754;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7791754
ACVR2B	BMPR1B	1	1	SignaLink3:16446785;SignaLink3:23331499
BMPR2	BMPR1B	1	1	HPRD:10712517;SIGNOR:10712517;SIGNOR:18756288;SignaLink3:10712517;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7791754
TGFB2	TGFBR2	1	1	Baccin2019:11157754;Baccin2019:12809600;Baccin2019:8106553;CellTalkDB:11157754;HPMR:12809600;HPRD:11157754;HPRD:8106553;LRdb:11157754;LRdb:12809600;LRdb:8106553;NetPath:12729750;SIGNOR:11157754;SIGNOR:1310899;SignaLink3:11157754;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11157754;connectomeDB2020:12809600;connectomeDB2020:8106553
INHBA	ACVR2B	1	1	Baccin2019:9202237;CellTalkDB:9202237;HPRD:9202237;LRdb:9202237;SIGNOR:8622651;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:9202237
BMP7	ACVR2B	1	1	Baccin2019:9748228;CellTalkDB:9748228;HPRD:9748228;LRdb:9748228;SIGNOR:9748228;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:9748228
BMP6	ACVR2B	1	1	SignaLink3:10504300;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499
BMP2	ACVR2B	1	1	Baccin2019:15064755;CellTalkDB:20385559;HPRD:15064755;InnateDB:17295905;LRdb:15064755;SignaLink3:15064755;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:28977600
ACVR2B	ACVRL1	1	1	SignaLink3:16446785;SignaLink3:23331499
BMP7	BMPR2	1	1	Baccin2019:7791754;DIP:7644468;HPRD:7791754;InnateDB:18342887;LRdb:7791754;SIGNOR:7644468;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:7791754
BMP6	BMPR2	1	1	Baccin2019:11401330;HPRD:11401330;LRdb:11401330;SignaLink3:10504300;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10504300
GDF6	BMPR2	1	1	Baccin2019:160490149525338;CellTalkDB:16049014;HPRD:9525338;LRdb:16049014;LRdb:95;SIGNOR:16049014;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9525338;connectomeDB2020:16049014;connectomeDB2020:9525338
BMP4	BMPR2	1	1	Baccin2019:7644468;Baccin2019:7673243;Baccin2019:8702914;BioGRID:12045205;DIP:7644468;DIP:7673243;HPRD:7644468;HPRD:8702914;LRdb:7644468;LRdb:7673243;LRdb:8702914;SIGNOR:7673243;SIGNOR:8006002;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7644468;connectomeDB2020:7644468;connectomeDB2020:7673243;connectomeDB2020:8702914
PPP4R3A	PPP4C	1	1	BioGRID:21423269;IntAct:17353931;SIGNOR:18715871;SignaLink3:16085932;SignaLink3:16530049;SignaLink3:17353931;SignaLink3:18715871;SignaLink3:19156129;SignaLink3:20876121;SignaLink3:21071413;SignaLink3:23331499
BTRC	GLIS2	1	1	SignaLink3:16537363;SignaLink3:23331499
BTRC	GLI3	1	1	ACSN:12820959;ACSN:15071497;ACSN:15340381;ACSN:15688063;ACSN:16371461;ACSN:16611981;ACSN:16651270;ACSN:17053147;ACSN:18813803;ACSN:19797085;BioGRID:16705181;InnateDB:16705181;SIGNOR:16371461;SIGNOR:17283082;SignaLink3:16537363;SignaLink3:16705181;SignaLink3:21071413;SignaLink3:23331499
MAPK7	RPS6KA1	1	1	ProtMapper:11544482;SignaLink3:16626623;SignaLink3:23331499
SHH	BOC	1	1	Baccin2019:17086203;CellTalkDB:17086203;Cellinker:17086203;Cellinker:30613383;HPMR:17086203;LRdb:17086203;NetPath:16647304;connectomeDB2020:17086203
CDO1	SHH	1	1	SIGNOR:16647304;SignaLink3:16647304;SignaLink3:23331499
MAPK1	MAP2K3	1	1	SignaLink3:16709866;SignaLink3:23331499
PPM1A	SMAD3	1	1	DEPOD:16751101;HPRD:16751101;ProtMapper:16751101;SIGNOR:16751101;SignaLink3:16751101;SignaLink3:18988627;SignaLink3:23331499
PPM1A	SMAD2	1	1	DEPOD:16751101;HPRD:16751101;NetPath:16751101;ProtMapper:16751101;SIGNOR:16751101;SignaLink3:16751101;SignaLink3:18988627;SignaLink3:23331499
CREB1	SMAD3	1	1	SignaLink3:16862174;SignaLink3:23331499
PPM1A	SMAD1	1	1	DEPOD:16931515;ProtMapper:16931515;SIGNOR:16931515;SignaLink3:16931515;SignaLink3:23331499
IRS4	PIK3CG	1	1	SignaLink3:16933034;SignaLink3:23331499
SIRT1	SMAD7	1	1	SIGNOR:17098745;SignaLink3:17098745;SignaLink3:21071413;SignaLink3:23331499
IL20	IL22RA1	1	1	Baccin2019:12974481;CellTalkDB:12974481;LRdb:12974481;SIGNOR:11163236;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:12974481
IL24	IL22RA1	1	1	Baccin2019:12974481;CellTalkDB:12974481;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:12974481
IL26	IL20RA	1	1	CellTalkDB:14764663;InnateDB:15178681;SIGNOR:17208301;SignaLink3:17208301;SignaLink3:23106140;SignaLink3:23331499;connectomeDB2020:14764663
IL22	IL20RA	1	1	SignaLink3:17208301;SignaLink3:23331499
IL19	IL20RA	1	1	Baccin2019:1297448111564760;CellTalkDB:12974481;HPRD:11564763;LRdb:12;LRdb:12974481;SIGNOR:11564763;SignaLink3:11564763;SignaLink3:17208301;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:11564763;connectomeDB2020:12974481
IL20	IL20RA	1	1	Baccin2019:11163236;Baccin2019:12351624;Baccin2019:12974481;Baccin2019:14580208;CellTalkDB:12974481;HPRD:11163236;HPRD:12351624;HPRD:14580208;IntAct:22802649;LRdb:11163236;LRdb:12351624;LRdb:12974481;LRdb:14580208;Lit-BM-17:22802649;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:11163236;connectomeDB2020:12351624;connectomeDB2020:12974481;connectomeDB2020:14580208
IL24	IL20RA	1	1	Baccin2019:1297448111706020;CellTalkDB:12974481;HPRD:11706020;LRdb:12;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:11706020;connectomeDB2020:12974481
NEDD4	PTEN	1	1	ACSN:17218260;ACSN:17218261;ACSN:18562292;ACSN:19652529;BioGRID:18307411;BioGRID:30594392;SignaLink3:17218260;SignaLink3:18498243;SignaLink3:19345329;SignaLink3:21071413;SignaLink3:23331499
IL27	IL27RA	1	1	Baccin2019:12121660;CellTalkDB:12121660;Cellinker:12121660;HPRD:12121660;LRdb:12121660;SIGNOR:14764690;SignaLink3:12121660;SignaLink3:17318299;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:12121660
MAPK3	STAT5A	1	1	ACSN:18775330;ACSN:8226933;ACSN:8388392;ACSN:9604935;HPRD:10194762;KEA:10194762;KEA:12091337;KEA:9804779;PhosphoSite:10194762;PhosphoSite:12407017;PhosphoSite:20508164;PhosphoSite:24263804;PhosphoSite:31932645;PhosphoSite:34188118;ProtMapper:10194762;SIGNOR:10194762;SignaLink3:10194762;SignaLink3:17502367;SignaLink3:18988627;SignaLink3:23331499;iPTMnet:10194762;phosphoELM:10194762
KRAS	BRAF	1	1	NetPath:19223544;ProtMapper:12917261;ProtMapper:12932319;ProtMapper:1386920;ProtMapper:14970219;ProtMapper:15710605;ProtMapper:16135787;ProtMapper:17563371;ProtMapper:18567582;ProtMapper:19541618;ProtMapper:19933846;ProtMapper:8073291;ProtMapper:8601312;SIGNOR:21779497;SignaLink3:17635919;SignaLink3:23331499
HRAS	BRAF	1	1	BioGRID:7706312;DIP:24441586;DIP:26165597;DIP:8668348;HPRD:16803888;HPRD:7706312;HPRD:9154803;InnateDB:10545207;InnateDB:16803888;IntAct:24441586;IntAct:26165597;Lit-BM-17:7706312;Lit-BM-17:8668348;Lit-BM-17:9154803;ProtMapper:12917261;ProtMapper:12932319;ProtMapper:1386920;ProtMapper:14970219;ProtMapper:15710605;ProtMapper:16135787;ProtMapper:17563371;ProtMapper:18567582;ProtMapper:19541618;ProtMapper:19933846;ProtMapper:8073291;ProtMapper:8601312;SIGNOR:18098337;SIGNOR:21779497;SIGNOR:7706312;SignaLink3:16803888;SignaLink3:18098337;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:7706312;SignaLink3:9154803
GSK3B	SMAD3	1	1	BioGRID:21310903;ProtMapper:18172167;ProtMapper:19002158;ProtMapper:19114991;ProtMapper:23077590;ProtMapper:28756206;SIGNOR:18172167;SignaLink3:18172167;SignaLink3:21071413;SignaLink3:23331499;iPTMnet:18172167
MAPK3	MYC	1	1	HPRD:9155018;InnateDB:15210690;SIGNOR:32482868;SignaLink3:15210690;SignaLink3:18463697;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9155018
GPC3	SHH	1	1	SignaLink3:18505598;SignaLink3:23331499
MFAP5	NOTCH1	1	1	CellTalkDB:16492672;Cellinker:16492672;LRdb:16492672;Ramilowski2015:16492672;SignaLink3:16492672;SignaLink3:23331499;talklr:16492672
NOTCH1	MEF2C	1	1	HPRD:10082551;NetPath:10082551;SignaLink3:10082551;SignaLink3:18988627;SignaLink3:23331499
DAB1	NOTCH1	1	1	SIGNOR:22394407;SignaLink3:18593473;SignaLink3:23331499
NOTCH1	HIF1A	1	1	SIGNOR:16256737;SignaLink3:18722525;SignaLink3:23331499
CTF1	IL6ST	1	1	Baccin2019:11834704;CellTalkDB:11834704;HPRD:11834704;LRdb:11834704;SIGNOR:9030543;SignaLink3:23331499;SignaLink3:9030543;connectomeDB2020:11834704
JAK3	PTK2B	1	1	HPRD:9512511;NetPath:9512511;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9512511
IL31RA	JAK2	1	1	SIGNOR:18926762;SignaLink3:18926762;SignaLink3:23331499
SOCS1	IFNGR1	1	1	HPRD:15522878;SIGNOR:18708154;SignaLink3:15522878;SignaLink3:18708154;SignaLink3:18988627;SignaLink3:23331499
PTPN11	STAT1	1	1	DEPOD:12270932;DEPOD:18832710;HPRD-phos:12270932;HPRD:12270932;InnateDB:12270932;InnateDB:18832710;ProtMapper:12270932;SIGNOR:12270932;SignaLink3:12270932;SignaLink3:18508557;SignaLink3:18988627;SignaLink3:23331499
PPP2CA	SMAD3	1	1	DEPOD:19951945;SIGNOR:19951945;SIGNOR:20704570;SignaLink3:20704570;SignaLink3:23331499
PPP2CA	SMAD2	1	1	SignaLink3:20704570;SignaLink3:23331499
MTMR4	SMAD2	1	1	SIGNOR:20061380;SignaLink3:20704570;SignaLink3:23331499
MTMR4	SMAD3	1	1	CellTalkDB:20061380;DEPOD:20061380;SIGNOR:20061380;SignaLink3:20704570;SignaLink3:23331499
HYAL2	SMAD4	1	1	SignaLink3:20542955;SignaLink3:23331499
WWOX	SMAD4	1	1	SignaLink3:20542955;SignaLink3:23331499
DACT2	TGFBR1	1	1	SIGNOR:17197390;SignaLink3:19855013;SignaLink3:23331499
TGFBR1	EIF3I	1	1	NetPath:7566156;SignaLink3:23331499;SignaLink3:9813058
SRC	TGFBR2	1	1	ProtMapper:16859511;ProtMapper:17440088;ProtMapper:19114990;ProtMapper:21532881;ProtMapper:26357075;SIGNOR:19114990;SignaLink3:19114990;SignaLink3:23331499;iPTMnet:17440088;iPTMnet:19114990
TGFBR1	CDC42	1	1	SignaLink3:19114990;SignaLink3:23331499
ITCH	SMAD7	1	1	InnateDB:15946939;NetPath:15946939;SIGNOR:15946939;SignaLink3:15946939;SignaLink3:19030025;SignaLink3:21071413;SignaLink3:23331499
SIK1	SMAD7	1	1	NetPath:18725536;SignaLink3:19030025;SignaLink3:23331499
IHH	PTCH1	1	1	Baccin2019:115627869811851;CancerCellMap:9811851;CellTalkDB:11562786;Cellinker:11562786;Cellinker:9811851;HPRD:9811851;ICELLNET:29274272;LRdb:11562786;LRdb:98;NetPath:9811851;SIGNOR:9811851;SignaLink3:19399989;SignaLink3:23331499;connectomeDB2020:11562786;connectomeDB2020:9811851
GSK3A	TSC2	1	1	SIGNOR:16959574;SIGNOR:20226003;SignaLink3:20226003;SignaLink3:23331499
DACT2	DVL2	1	1	SignaLink3:20006983;SignaLink3:23331499
ANKRD6	DVL2	1	1	SIGNOR:20006983;SignaLink3:20006983;SignaLink3:23331499
DVL1	LRRK2	1	1	Lit-BM-17:19625296;SignaLink3:20006983;SignaLink3:23331499
DVL1	PI4K2B	1	1	SignaLink3:19561074;SignaLink3:23331499
DVL2	PI4K2B	1	1	SignaLink3:19561074;SignaLink3:23331499
AKT1	CTNNB1	1	1	ACSN:11882383;ACSN:12040186;ACSN:17374729;ACSN:17680028;ACSN:18218901;ACSN:20028971;ACSN:20214616;ACSN:20398329;ACSN:21303971;ACSN:21506126;ACSN:22094462;InnateDB:17287208;ProtMapper:12063252;ProtMapper:20858269;ProtMapper:21402455;SIGNOR:17287208;SignaLink3:19623618;SignaLink3:23331499;iPTMnet:12063252;iPTMnet:17287208
MAPK9	CTNNB1	1	1	InnateDB:19667122;ProtMapper:18423204;ProtMapper:18604449;ProtMapper:22074626;ProtMapper:25639486;SIGNOR:18423204;SignaLink3:19623618;SignaLink3:23331499;iPTMnet:18423204
PDGFRA	PDGFRB	1	1	BioGRID:2542288;HPRD:1847074;HPRD:2161888;HPRD:2542288;HPRD:7523122;KEA:10821867;KEA:17570479;KEA:2550144;KEA:8195171;Lit-BM-17:11331882;Lit-BM-17:2542288;Lit-BM-17:7523122
CBL	PDGFRA	1	1	ACSN:10514377;ACSN:17635922;HPRD:9234717;SIGNOR:10347229;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9234717
CAV1	PDGFRA	1	1	HPRD:10066366;SignaLink3:10066366;SignaLink3:18988627;SignaLink3:23331499
PDGFC	PDGFRA	1	1	Baccin2019:10806482;Baccin2019:11297552;Baccin2019:11342471;CellChatDB:15207812;CellTalkDB:10806482;Cellinker:15207812;Cellinker:28267575;DIP:11297552;DIP:20534510;HPMR:10806482;HPMR:15207811;HPRD:10806482;HPRD:11297552;HPRD:11342471;ICELLNET:15207811;ICELLNET:9739761;IntAct:11297552;IntAct:20534510;LRdb:10806482;LRdb:11297552;LRdb:11342471;SignaLink3:10806482;SignaLink3:11297552;SignaLink3:11342471;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10806482;connectomeDB2020:11297552;connectomeDB2020:11342471
PDGFC	PDGFRB	1	1	Baccin2019:19795151;CellTalkDB:32196115;SignaLink3:11297552;SignaLink3:23331499;connectomeDB2020:19795151
